iea_product;iea_flows;REMINDitems_in;REMINDitems_out;REMINDitems_tech;Weight;Comment
MRENEW;TOTENGY;;;;;
MRENEW;TOTIND;;;;;
MRENEW;TOTTRANF;;;;;
MRENEW;TOTTRANS;;;;;
MRENEW;TPATFUEL;;;;;
MRENEW;TPETCHEM;;;;;
MRENEW;TRANSEQ;;;;;
MRENEW;TRANSFER;;;;;
MRENEW;TRNONSPE;;;;;
MRENEW;WOODPRO;;;;;
MUNWASTEN;AGRICULT;sesobio;feso_otherInd;tdso_otherInd;1;
MUNWASTEN;AUTOCHP;;;;;
MUNWASTEN;AUTOELEC;;;;;
MUNWASTEN;AUTOHEAT;;;;;
MUNWASTEN;CHEMICAL;sesobio;feso_chemicals;tdso_chemicals;1;
MUNWASTEN;COMMPUB;sesobio;fesob;tdbiosob;1;
MUNWASTEN;CONSTRUC;sesobio;feso_otherInd;tdso_otherInd;1;
MUNWASTEN;DISTLOSS;pebiolc;sesobio;biotr;-1;
MUNWASTEN;EBKB;;;;;
MUNWASTEN;ECOKEOVS;;;;;
MUNWASTEN;ELAUTOC;pebiolc;seel;biochp;1;
MUNWASTEN;ELAUTOE;pebiolc;seel;bioigcc;1;
MUNWASTEN;ELMAINC;pebiolc;seel;biochp;1;
MUNWASTEN;ELMAINE;pebiolc;seel;bioigcc;1;
MUNWASTEN;ELOUTPUT;;;;;
MUNWASTEN;ENONSPEC;pebiolc;sesobio;biotr;-1;
MUNWASTEN;EPOWERPLT;;;;;
MUNWASTEN;EREFINER;;;;;
MUNWASTEN;EXPORTS;;;;;
MUNWASTEN;FOODPRO;sesobio;feso_otherInd;tdso_otherInd;1;
MUNWASTEN;HEATOUT;;;;;
MUNWASTEN;HEAUTOC;pebiolc;sehe;biochp;1;
MUNWASTEN;HEAUTOH;pebiolc;sehe;biohp;1;
MUNWASTEN;HEMAINC;pebiolc;sehe;biochp;1;
MUNWASTEN;HEMAINH;pebiolc;sehe;biohp;1;
MUNWASTEN;IMPORTS;;;;;
MUNWASTEN;INDPROD;;;;;
MUNWASTEN;INONSPEC;sesobio;feso_otherInd;tdso_otherInd;1;
MUNWASTEN;IRONSTL;sesobio;feso_steel;tdso_steel;1;
MUNWASTEN;MACHINE;sesobio;feso_otherInd;tdso_otherInd;1;
MUNWASTEN;MAINCHP;;;;;
MUNWASTEN;MAINELEC;;;;;
MUNWASTEN;MAINHEAT;;;;;
MUNWASTEN;MANUFACT;;;;;
MUNWASTEN;MINING;sesobio;feso_otherInd;tdso_otherInd;1;
MUNWASTEN;NEINTREN;;;;;
MUNWASTEN;NONENUSE;sesobio;feso_chemicals;tdso_chemicals;1;
MUNWASTEN;NONFERR;sesobio;feso_otherInd;tdso_otherInd;1;
MUNWASTEN;NONMET;sesobio;feso_cement;tdso_cement;1;
MUNWASTEN;ONONSPEC;sesobio;fesob;tdbiosob;1;
MUNWASTEN;PAPERPRO;sesobio;feso_otherInd;tdso_otherInd;1;
MUNWASTEN;RESIDENT;sesobio;fesob;tdbiosob;1;
MUNWASTEN;STATDIFF;;;;;
MUNWASTEN;STOCKCHA;;;;;
MUNWASTEN;TES;;;;;
MUNWASTEN;TEXTILES;sesobio;feso_otherInd;tdso_otherInd;1;
MUNWASTEN;TFC;pebiolc;sesobio;biotr;1;
MUNWASTEN;TOTENGY;;;;;
MUNWASTEN;TOTIND;;;;;
MUNWASTEN;TOTTRANF;;;;;
MUNWASTEN;TRANSEQ;sesobio;feso_otherInd;tdso_otherInd;1;
MUNWASTEN;WOODPRO;sesobio;feso_otherInd;tdso_otherInd;1;
MUNWASTER;AGRICULT;sesobio;feso_otherInd;tdso_otherInd;1;
MUNWASTER;AUTOCHP;;;;;
MUNWASTER;AUTOELEC;;;;;
MUNWASTER;AUTOHEAT;;;;;
MUNWASTER;CHEMICAL;sesobio;feso_chemicals;tdso_chemicals;1;
MUNWASTER;COMMPUB;sesobio;fesob;tdbiosob;1;
MUNWASTER;CONSTRUC;sesobio;feso_otherInd;tdso_otherInd;1;
MUNWASTER;DISTLOSS;pebiolc;sesobio;biotr;-1;
MUNWASTER;EBKB;;;;;
MUNWASTER;ECOKEOVS;;;;;
MUNWASTER;ELAUTOC;pebiolc;seel;biochp;1;
MUNWASTER;ELAUTOE;pebiolc;seel;bioigcc;1;
MUNWASTER;ELMAINC;pebiolc;seel;biochp;1;
MUNWASTER;ELMAINE;pebiolc;seel;bioigcc;1;
MUNWASTER;ELOUTPUT;;;;;
MUNWASTER;ENONSPEC;pebiolc;sesobio;biotr;-1;
MUNWASTER;EPOWERPLT;;;;;
MUNWASTER;EREFINER;;;;;
MUNWASTER;EXPORTS;;;;;
MUNWASTER;FOODPRO;sesobio;feso_otherInd;tdso_otherInd;1;
MUNWASTER;HEATOUT;;;;;
MUNWASTER;HEAUTOC;pebiolc;sehe;biochp;1;
MUNWASTER;HEAUTOH;pebiolc;sehe;biohp;1;
MUNWASTER;HEMAINC;pebiolc;sehe;biochp;1;
MUNWASTER;HEMAINH;pebiolc;sehe;biohp;1;
MUNWASTER;IMPORTS;;;;;
MUNWASTER;INDPROD;;;;;
MUNWASTER;INONSPEC;sesobio;feso_otherInd;tdso_otherInd;1;
MUNWASTER;IRONSTL;sesobio;feso_steel;tdso_steel;1;
MUNWASTER;MACHINE;sesobio;feso_otherInd;tdso_otherInd;1;
MUNWASTER;MAINCHP;;;;;
MUNWASTER;MAINELEC;;;;;
MUNWASTER;MAINHEAT;;;;;
MUNWASTER;MANUFACT;;;;;
MUNWASTER;MINING;sesobio;feso_otherInd;tdso_otherInd;1;
MUNWASTER;NEINTREN;;;;;
MUNWASTER;NONENUSE;sesobio;feso_chemicals;tdso_chemicals;1;
MUNWASTER;NONFERR;sesobio;feso_otherInd;tdso_otherInd;1;
MUNWASTER;NONMET;sesobio;feso_cement;tdso_cement;1;
MUNWASTER;ONONSPEC;sesobio;fesob;tdbiosob;1;
MUNWASTER;PAPERPRO;sesobio;feso_otherInd;tdso_otherInd;1;
MUNWASTER;RESIDENT;sesobio;fesob;tdbiosob;1;
MUNWASTER;STATDIFF;;;;;
MUNWASTER;STOCKCHA;;;;;
MUNWASTER;TES;;;;;
MUNWASTER;TEXTILES;sesobio;feso_otherInd;tdso_otherInd;1;
MUNWASTER;TFC;pebiolc;sesobio;biotr;1;
MUNWASTER;TOTENGY;;;;;
MUNWASTER;TOTIND;;;;;
MUNWASTER;TOTTRANF;;;;;
MUNWASTER;TRANSEQ;sesobio;feso_otherInd;tdso_otherInd;1;
MUNWASTER;WOODPRO;sesobio;feso_otherInd;tdso_otherInd;1;
NAPHTHA;AGRICULT;seliqfos;feli_otherInd;tdli_otherInd;1;
NAPHTHA;AUTOCHP;;;;;
NAPHTHA;AUTOELEC;;;;;
NAPHTHA;AUTOHEAT;;;;;
NAPHTHA;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;
NAPHTHA;COMMPUB;seliqfos;fehob;tdfoshob;1;
NAPHTHA;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;
NAPHTHA;DISTLOSS;peoil;seliqfos;refliq;-1;
NAPHTHA;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;
NAPHTHA;EGASWKS;;;;;
NAPHTHA;ELAUTOC;;;;;
NAPHTHA;ELAUTOE;peoil;seel;dot;1;
NAPHTHA;ELMAINC;;;;;
NAPHTHA;ELMAINE;peoil;seel;dot;1;
NAPHTHA;ELOUTPUT;;;;;
NAPHTHA;EOILGASEX;;;;;
NAPHTHA;EPOWERPLT;;;;;
NAPHTHA;EREFINER;;;;;
NAPHTHA;EXPORTS;;;;;
NAPHTHA;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
NAPHTHA;HEATOUT;;;;;
NAPHTHA;HEAUTOC;;;;;
NAPHTHA;HEAUTOH;;;;;
NAPHTHA;HEMAINC;;;;;
NAPHTHA;HEMAINH;;;;;
NAPHTHA;IMPORTS;;;;;
NAPHTHA;INDPROD;;;;;
NAPHTHA;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;
NAPHTHA;IRONSTL;seliqfos;feli_steel;tdli_steel;1;
NAPHTHA;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;
NAPHTHA;MAINCHP;;;;;
NAPHTHA;MAINELEC;;;;;
NAPHTHA;MAINHEAT;;;;;
NAPHTHA;MANUFACT;;;;;
NAPHTHA;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;
NAPHTHA;NECHEM;;;;;
NAPHTHA;NECONSTRUC;;;;;
NAPHTHA;NEFOODPRO;;;;;
NAPHTHA;NEIND;;;;;
NAPHTHA;NEINONSPEC;;;;;
NAPHTHA;NEINTREN;;;;;
NAPHTHA;NEMACHINE;;;;;
NAPHTHA;NENONFERR;;;;;
NAPHTHA;NETEXTILES;;;;;
NAPHTHA;NETRANSEQ;;;;;
NAPHTHA;NONENUSE;seliqfos;feli_chemicals;tdli_chemicals;1;
NAPHTHA;NONENUSE;seliqfos;fehoi_cs;tdhoi_cs;0.8;
NAPHTHA;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;
NAPHTHA;NONMET;seliqfos;feli_cement;tdli_cement;1;
NAPHTHA;ONONSPEC;seliqfos;fehob;tdfoshob;1;
NAPHTHA;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
NAPHTHA;RESIDENT;seliqfos;fehob;tdfoshob;1;
NAPHTHA;ROAD;seliqfos;fepet;tdfospet;1;
NAPHTHA;STATDIFF;;;;;
NAPHTHA;STOCKCHA;;;;;
NAPHTHA;TBLENDGAS;;;;;
NAPHTHA;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;
NAPHTHA;TES;;;;;
NAPHTHA;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;
NAPHTHA;TFC;peoil;seliqfos;refliq;1;
NAPHTHA;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;
NAPHTHA;TNONSPEC;;;;;
NAPHTHA;TOTENGY;;;;;
NAPHTHA;TOTIND;;;;;
NAPHTHA;TOTTRANF;;;;;
NAPHTHA;TOTTRANS;;;;;
NAPHTHA;TPETCHEM;;;;;
NAPHTHA;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;
NAPHTHA;TRANSFER;;;;;
NAPHTHA;TREFINER;;;;;
NAPHTHA;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
NATGAS;AGRICULT;segafos;fega_otherInd;tdga_otherInd;1;
NATGAS;AUTOCHP;;;;;
NATGAS;AUTOELEC;;;;;
NATGAS;AUTOHEAT;;;;;
NATGAS;CHEMICAL;segafos;fega_chemicals;tdga_chemicals;1;
NATGAS;COMMPUB;segafos;fegab;tdfosgab;1;
NATGAS;CONSTRUC;segafos;fega_otherInd;tdga_otherInd;1;
NATGAS;DISTLOSS;pegas;segafos;gastr;-1;
NATGAS;DOMESNAV;segafos;fegat;tdfosgat;1;
NATGAS;EBLASTFUR;;;;;
NATGAS;ECOKEOVS;;;;;
NATGAS;EGASWKS;;;;;
NATGAS;ELAUTOC;pegas;seel;gaschp;1;
NATGAS;ELAUTOE;pegas;seel;x_gas2elec;1;
NATGAS;ELMAINC;pegas;seel;gaschp;1;
NATGAS;ELMAINE;pegas;seel;x_gas2elec;1;
NATGAS;ELNG;;;;;
NATGAS;ELOUTPUT;;;;;
NATGAS;EMINES;;;;;
NATGAS;ENONSPEC;;;;;
NATGAS;EOILGASEX;;;;;
NATGAS;EPATFUEL;;;;;
NATGAS;EPOWERPLT;;;;;
NATGAS;EREFINER;segafos;fega_chemicals;tdga_chemicals;-1;
NATGAS;EREFINER;pegas;segafos;gastr;-1;
NATGAS;EXPORTS;;;;;
NATGAS;FISHING;segafos;fega_otherInd;tdga_otherInd;1;
NATGAS;FOODPRO;segafos;fega_otherInd;tdga_otherInd;1;
NATGAS;HEATOUT;;;;;
NATGAS;HEAUTOC;pegas;sehe;gaschp;1;
NATGAS;HEAUTOH;pegas;sehe;gashp;1;
NATGAS;HEMAINC;pegas;sehe;gaschp;1;
NATGAS;HEMAINH;pegas;sehe;gashp;1;
NATGAS;IMPORTS;;;;;
NATGAS;INDPROD;;;;;
NATGAS;INONSPEC;segafos;fega_otherInd;tdga_otherInd;1;
NATGAS;IRONSTL;segafos;fega_steel;tdga_steel;1;
NATGAS;MACHINE;segafos;fega_otherInd;tdga_otherInd;1;
NATGAS;MAINCHP;;;;;
NATGAS;MAINELEC;;;;;
NATGAS;MAINHEAT;;;;;
NATGAS;MANUFACT;;;;;
NATGAS;MARBUNK;segafos;fegat;tdfosgat;-1;
NATGAS;MINING;segafos;fega_otherInd;tdga_otherInd;1;
NATGAS;NECHEM;;;;;
NATGAS;NEIND;;;;;
NATGAS;NEINONSPEC;;;;;
NATGAS;NEINTREN;;;;;
NATGAS;NEIRONSTL;;;;;
NATGAS;NEMACHINE;;;;;
NATGAS;NEMINING;;;;;
NATGAS;NENONFERR;;;;;
NATGAS;NEOTHER;;;;;
NATGAS;NETRANS;;;;;
NATGAS;NONENUSE;segafos;fega_chemicals;tdga_chemicals;1;
NATGAS;NONENUSE;segafos;fegai_cs;tdfosgai_cs;0.33;
NATGAS;NONFERR;segafos;fega_otherInd;tdga_otherInd;1;
NATGAS;NONMET;segafos;fega_cement;tdga_cement;1;
NATGAS;ONONSPEC;segafos;fegab;tdfosgab;1;
NATGAS;PAPERPRO;segafos;fega_otherInd;tdga_otherInd;1;
NATGAS;PIPELINE;;;;;
NATGAS;RAIL;segafos;fegat;tdfosgat;1;
NATGAS;RESIDENT;segafos;fegab;tdfosgab;1;
NATGAS;ROAD;segafos;fegat;tdfosgat;1;
NATGAS;STATDIFF;;;;;
NATGAS;STOCKCHA;;;;;
NATGAS;TBLASTFUR;segafos;fega_steel;tdga_steel;1;
NATGAS;TBLENDGAS;;;;;
NATGAS;TCOALLIQ;;;;;
NATGAS;TCOKEOVS;segafos;fega_steel;tdga_steel;1;
NATGAS;TES;;;;;
NATGAS;TEXTILES;segafos;fega_otherInd;tdga_otherInd;1;
NATGAS;TFC;pegas;segafos;gastr;1;
NATGAS;TGASWKS;;;;;
NATGAS;TGTL;;;;;
NATGAS;TNONSPEC;;;;;
NATGAS;TOTENGY;;;;;
NATGAS;TOTIND;;;;;
NATGAS;TOTTRANF;;;;;
NATGAS;TOTTRANS;;;;;
NATGAS;TPATFUEL;;;;;
NATGAS;TRANSEQ;segafos;fega_otherInd;tdga_otherInd;1;
NATGAS;TRANSFER;;;;;
NATGAS;TREFINER;segafos;fega_chemicals;tdga_chemicals;-1;
NATGAS;TREFINER;pegas;segafos;gastr;-1;
NATGAS;TRNONSPE;segafos;fegat;tdfosgat;1;
NATGAS;WOODPRO;segafos;fega_otherInd;tdga_otherInd;1;
NGL;AGRICULT;seliqfos;feli_otherInd;tdli_otherInd;1;
NGL;AUTOCHP;;;;;
NGL;AUTOELEC;;;;;
NGL;AUTOHEAT;;;;;
NGL;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;
NGL;COMMPUB;seliqfos;fehob;tdfoshob;1;
NGL;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;
NGL;DISTLOSS;peoil;seliqfos;refliq;-1;
NGL;ELAUTOC;;;;;
NGL;ELAUTOE;peoil;seel;dot;1;
NGL;ELMAINC;;;;;
NGL;ELMAINE;peoil;seel;dot;1;
NGL;ELOUTPUT;;;;;
NGL;ENONSPEC;;;;;
NGL;EOILGASEX;;;;;
NGL;EPOWERPLT;;;;;
NGL;EREFINER;;;;;
NGL;EXPORTS;;;;;
NGL;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
NGL;HEATOUT;;;;;
NGL;HEAUTOC;;;;;
NGL;HEAUTOH;;;;;
NGL;HEMAINC;;;;;
NGL;IMPORTS;;;;;
NGL;INDPROD;;;;;
NGL;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;
NGL;IRONSTL;seliqfos;feli_steel;tdli_steel;1;
NGL;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;
NGL;MAINELEC;;;;;
NGL;MANUFACT;;;;;
NGL;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;
NGL;NECHEM;;;;;
NGL;NEIND;;;;;
NGL;NEINONSPEC;;;;;
NGL;NEINTREN;;;;;
NGL;NEOTHER;;;;;
NGL;NONENUSE;seliqfos;feli_chemicals;tdli_chemicals;1;
NGL;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;
NGL;NONMET;seliqfos;feli_cement;tdli_cement;1;
NGL;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
NGL;RESIDENT;seliqfos;fehob;tdfoshob;1;
NGL;ROAD;seliqfos;fepet;tdfospet;1;Transport NGL is either 0 for fedie and 1 for fepet or the opposite
NGL;STATDIFF;;;;;
NGL;STOCKCHA;;;;;
NGL;TES;;;;;
NGL;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;
NGL;TFC;peoil;seliqfos;refliq;1;
NGL;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;
NGL;TOTENGY;;;;;
NGL;TOTIND;;;;;
NGL;TOTTRANF;;;;;
NGL;TOTTRANS;;;;;
NGL;TPETCHEM;;;;;
NGL;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;
NGL;TRANSFER;;;;;
NGL;TREFINER;;;;;
NGL;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIODIES;AGRICULT;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIODIES;AUTOCHP;;;;;
NONBIODIES;AUTOELEC;;;;;
NONBIODIES;AUTOHEAT;;;;;
NONBIODIES;AVBUNK;seliqfos;fedie;tdfosdie;-1;
NONBIODIES;AVBUNK;peoil;seliqfos;refliq;-1;
NONBIODIES;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;
NONBIODIES;COMMPUB;seliqfos;fehob;tdfoshob;1;
NONBIODIES;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIODIES;DISTLOSS;peoil;seliqfos;refliq;-1;
NONBIODIES;DOMESAIR;seliqfos;fedie;tdfosdie;1;
NONBIODIES;DOMESNAV;seliqfos;fedie;tdfosdie;1;
NONBIODIES;EBLASTFUR;seliqfos;feli_steel;tdli_steel;-1;
NONBIODIES;ECOKEOVS;seliqfos;feli_steel;tdli_steel;-1;
NONBIODIES;EGASWKS;;;;;
NONBIODIES;ELAUTOC;;;;;
NONBIODIES;ELAUTOE;peoil;seel;dot;1;
NONBIODIES;ELMAINC;;;;;
NONBIODIES;ELMAINE;peoil;seel;dot;1;
NONBIODIES;ELOUTPUT;;;;;
NONBIODIES;EMINES;;;;;
NONBIODIES;ENONSPEC;;;;;
NONBIODIES;EOILGASEX;;;;;
NONBIODIES;EPATFUEL;;;;;
NONBIODIES;EPOWERPLT;;;;;
NONBIODIES;EREFINER;;;;;
NONBIODIES;EXPORTS;;;;;
NONBIODIES;FISHING;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIODIES;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIODIES;HEATOUT;;;;;
NONBIODIES;HEAUTOC;;;;;
NONBIODIES;HEAUTOH;;;;;
NONBIODIES;HEMAINC;;;;;
NONBIODIES;HEMAINH;;;;;
NONBIODIES;IMPORTS;;;;;
NONBIODIES;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIODIES;IRONSTL;seliqfos;feli_steel;tdli_steel;1;
NONBIODIES;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIODIES;MAINCHP;;;;;
NONBIODIES;MAINELEC;;;;;
NONBIODIES;MAINHEAT;;;;;
NONBIODIES;MANUFACT;;;;;
NONBIODIES;MARBUNK;seliqfos;fedie;tdfosdie;-1;
NONBIODIES;MARBUNK;peoil;seliqfos;refliq;-1;
NONBIODIES;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIODIES;NECHEM;;;;;
NONBIODIES;NECONSTRUC;;;;;
NONBIODIES;NEFOODPRO;;;;;
NONBIODIES;NEIND;;;;;
NONBIODIES;NEINONSPEC;;;;;
NONBIODIES;NEINTREN;;;;;
NONBIODIES;NEIRONSTL;;;;;
NONBIODIES;NEMACHINE;;;;;
NONBIODIES;NEMINING;;;;;
NONBIODIES;NENONFERR;;;;;
NONBIODIES;NENONMET;;;;;
NONBIODIES;NEOTHER;;;;;
NONBIODIES;NEPAPERPRO;;;;;
NONBIODIES;NETRANS;;;;;
NONBIODIES;NETRANSEQ;;;;;
NONBIODIES;NEWOODPRO;;;;;
NONBIODIES;NONENUSE;seliqfos;feli_chemicals;tdli_chemicals;1;
NONBIODIES;NONENUSE;seliqfos;fehoi_cs;tdhoi_cs;0.5;
NONBIODIES;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIODIES;NONMET;seliqfos;feli_cement;tdli_cement;1;
NONBIODIES;ONONSPEC;seliqfos;fehob;tdfoshob;1;
NONBIODIES;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIODIES;PIPELINE;;;;;
NONBIODIES;RAIL;seliqfos;fedie;tdfosdie;1;
NONBIODIES;RESIDENT;seliqfos;fehob;tdfoshob;1;
NONBIODIES;ROAD;seliqfos;fedie;tdfosdie;1;
NONBIODIES;STATDIFF;;;;;
NONBIODIES;STOCKCHA;;;;;
NONBIODIES;TBLENDGAS;;;;;
NONBIODIES;TCOALLIQ;;;;;
NONBIODIES;TCOKEOVS;seliqfos;feli_steel;tdli_steel;-1;
NONBIODIES;TES;;;;;
NONBIODIES;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIODIES;TFC;peoil;seliqfos;refliq;1;
NONBIODIES;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;
NONBIODIES;TNONSPEC;;;;;
NONBIODIES;TOTENGY;;;;;
NONBIODIES;TOTIND;;;;;
NONBIODIES;TOTTRANF;;;;;
NONBIODIES;TOTTRANS;;;;;
NONBIODIES;TPETCHEM;;;;;
NONBIODIES;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIODIES;TRANSFER;;;;;
NONBIODIES;TREFINER;;;;;
NONBIODIES;TRNONSPE;seliqfos;fedie;tdfosdie;1;
NONBIODIES;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIOGASO;AGRICULT;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIOGASO;AUTOELEC;;;;;
NONBIOGASO;AVBUNK;seliqfos;fedie;tdfosdie;-1;
NONBIOGASO;AVBUNK;peoil;seliqfos;refliq;-1;
NONBIOGASO;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;
NONBIOGASO;COMMPUB;seliqfos;fehob;tdfoshob;1;
NONBIOGASO;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIOGASO;DISTLOSS;peoil;seliqfos;refliq;-1;
NONBIOGASO;DOMESAIR;seliqfos;fedie;tdfosdie;1;
NONBIOGASO;DOMESNAV;seliqfos;fedie;tdfosdie;1;
NONBIOGASO;EGASWKS;;;;;
NONBIOGASO;ELAUTOC;;;;;
NONBIOGASO;ELAUTOE;peoil;seel;dot;1;
NONBIOGASO;ELMAINC;;;;;
NONBIOGASO;ELMAINE;peoil;seel;dot;1;
NONBIOGASO;ELOUTPUT;;;;;
NONBIOGASO;EMINES;;;;;
NONBIOGASO;ENONSPEC;;;;;
NONBIOGASO;EOILGASEX;;;;;
NONBIOGASO;EPOWERPLT;;;;;
NONBIOGASO;EREFINER;;;;;
NONBIOGASO;EXPORTS;;;;;
NONBIOGASO;FISHING;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIOGASO;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIOGASO;HEAUTOC;;;;;
NONBIOGASO;HEMAINC;;;;;
NONBIOGASO;IMPORTS;;;;;
NONBIOGASO;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIOGASO;IRONSTL;seliqfos;feli_steel;tdli_steel;1;
NONBIOGASO;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIOGASO;MAINELEC;;;;;
NONBIOGASO;MANUFACT;;;;;
NONBIOGASO;MARBUNK;seliqfos;fedie;tdfosdie;-1;
NONBIOGASO;MARBUNK;peoil;seliqfos;refliq;-1;
NONBIOGASO;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIOGASO;NECHEM;;;;;
NONBIOGASO;NECONSTRUC;;;;;
NONBIOGASO;NEFOODPRO;;;;;
NONBIOGASO;NEIND;;;;;
NONBIOGASO;NEINONSPEC;;;;;
NONBIOGASO;NEINTREN;;;;;
NONBIOGASO;NEMACHINE;;;;;
NONBIOGASO;NEMINING;;;;;
NONBIOGASO;NENONFERR;;;;;
NONBIOGASO;NENONMET;;;;;
NONBIOGASO;NEOTHER;;;;;
NONBIOGASO;NETRANS;;;;;
NONBIOGASO;NETRANSEQ;;;;;
NONBIOGASO;NONENUSE;seliqfos;feli_chemicals;tdli_chemicals;1;
NONBIOGASO;NONENUSE;seliqfos;fehoi_cs;tdhoi_cs;0.5;
NONBIOGASO;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIOGASO;NONMET;seliqfos;feli_cement;tdli_cement;1;
NONBIOGASO;ONONSPEC;seliqfos;fehob;tdfoshob;1;
NONBIOGASO;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIOGASO;PIPELINE;;;;;
NONBIOGASO;RAIL;seliqfos;fedie;tdfosdie;1;
NONBIOGASO;RESIDENT;seliqfos;fehob;tdfoshob;1;
NONBIOGASO;ROAD;seliqfos;fepet;tdfospet;1;
NONBIOGASO;STATDIFF;;;;;
NONBIOGASO;STOCKCHA;;;;;
NONBIOGASO;TES;;;;;
NONBIOGASO;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIOGASO;TFC;peoil;seliqfos;refliq;1;
NONBIOGASO;TGASWKS;seliqfos;feli_otherInd;tdli_otherInd;-1;
NONBIOGASO;TNONSPEC;;;;;
NONBIOGASO;TOTENGY;;;;;
NONBIOGASO;TOTIND;;;;;
NONBIOGASO;TOTTRANF;;;;;
NONBIOGASO;TOTTRANS;;;;;
NONBIOGASO;TPETCHEM;;;;;
NONBIOGASO;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIOGASO;TRANSFER;;;;;
NONBIOGASO;TREFINER;;;;;
NONBIOGASO;TRNONSPE;seliqfos;fedie;tdfosdie;1;
NONBIOGASO;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIOJETK;AGRICULT;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIOJETK;AUTOCHP;;;;;
NONBIOJETK;AVBUNK;seliqfos;fedie;tdfosdie;-1;
NONBIOJETK;AVBUNK;peoil;seliqfos;refliq;-1;
NONBIOJETK;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;
NONBIOJETK;COMMPUB;seliqfos;fehob;tdfoshob;1;
NONBIOJETK;CONSTRUC;seliqfos;feli_otherInd;tdli_otherInd;1;
NONBIOJETK;DISTLOSS;peoil;seliqfos;refliq;-1;
NONBIOJETK;DOMESAIR;seliqfos;fedie;tdfosdie;1;
NONBIOJETK;DOMESNAV;seliqfos;fedie;tdfosdie;1;
NONBIOJETK;ELAUTOC;;;;;
NONBIOJETK;ELAUTOE;peoil;seel;dot;1;
NONBIOJETK;ELMAINC;;;;;
NONBIOJETK;ELMAINE;peoil;seel;dot;1;
NONBIOJETK;ELOUTPUT;;;;;
NONBIOJETK;EMINES;;;;;
NONBIOJETK;ENONSPEC;;;;;
